PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
10.52,24.27,12.44,0.77,6.43,40.44,56,Satisfactory
26.65,46.65,15.18,1.06,7.11,41.88,64,Satisfactory
28.45,50.52,10.55,0.95,6.16,39.76,70,Satisfactory
21.54,33.39,8.35,0.96,4.77,34.53,60,Satisfactory
8.96,23.2,8.44,0.89,5.58,31.18,56,Satisfactory
13.25,30.44,6.8,0.9,5.87,29.52,61,Satisfactory
10.25,24.91,3.92,0.86,4.19,30.25,53,Satisfactory
15.69,35.89,5.86,1,5.19,35.44,74,Satisfactory
18.72,43.92,12.91,0.88,6.47,43.48,65,Satisfactory
22.04,45.18,12.1,0.89,6.99,46.45,67,Satisfactory
25.68,65.82,11.73,0.95,6.68,41.31,67,Satisfactory
12.04,17.46,17.27,0.6,3.77,53.64,84,Satisfactory
22.6,44.1,15.31,0.95,5.08,54.81,78,Satisfactory
10.94,27.03,8.48,0.74,4.98,56.46,69,Satisfactory
13.24,40,7.56,1,5.22,50.82,83,Satisfactory
14.46,41.09,7.98,0.89,5.53,43.54,59,Satisfactory
14.78,32.33,12.02,0.86,4.93,40.51,59,Satisfactory
18.75,42.4,15.81,1,5.15,32.53,59,Satisfactory
17.99,36.25,16.73,1.01,6.04,26.52,66,Satisfactory
13.59,27.32,16.03,0.86,5.44,28.29,59,Satisfactory
11.68,22.6,13.39,0.72,4.82,30.1,49,Good
16.7,30.1,17.41,0.92,5.28,29.15,58,Satisfactory
17.04,37.16,22.39,1.08,5.86,24.34,78,Satisfactory
17.49,33.78,14.35,0.92,6.22,26.6,70,Satisfactory
15.77,27.33,19.38,0.73,6.53,20.39,64,Satisfactory
13.57,43.69,9.14,0.89,4.84,26.3,60,Satisfactory
10.75,40.67,2.08,0.6,6,28.03,51,Satisfactory
5.19,36.92,1.89,0.58,5.36,23.88,44,Good
13.23,43.69,5.15,0.8,5.64,24.69,48,Good
13.4,53.74,9.16,0.86,5.95,24.44,53,Satisfactory
13.5,39.6,13.25,0.79,4.97,25.84,59,Satisfactory
13.45,28.3,9.14,0.7,5.79,28.12,49,Good
12.81,30.9,9.67,0.76,5.97,28.01,46,Good
12.34,28.76,14.24,0.71,5.94,27.71,54,Satisfactory
11.32,31.95,11.75,0.76,5.44,20.83,47,Good
13.09,38.2,14.69,0.93,5.25,24.01,56,Satisfactory
15.52,63.21,12.1,0.93,6.17,20.66,66,Satisfactory
16.72,49.12,10.55,0.71,5.1,25.56,59,Satisfactory
20.49,44.95,12.9,0.77,6,28.31,57,Satisfactory
19.2,45.68,14.11,0.98,5.57,30.81,66,Satisfactory
17.08,44.56,13.06,0.74,5.87,27.3,53,Satisfactory
15.29,25.55,10.06,0.81,5.83,29,51,Satisfactory
13.66,41.84,8.46,0.62,5.71,25.78,44,Good
15.12,39.79,5.81,0.94,5.67,24.74,55,Satisfactory
13.41,39.18,2.6,0.83,5.64,22.35,51,Satisfactory
14.5,34.99,5.59,0.67,6.63,26.13,51,Satisfactory
17.1,38.49,8.25,0.83,5.19,29.35,49,Good
15.49,35.9,10.12,0.8,5.16,35.28,52,Satisfactory
17.82,33.89,7.74,0.68,6.42,33.36,48,Good
19.23,34.53,9,0.74,5.33,32.83,46,Good
23,43.26,9.57,0.83,6.47,30.42,53,Satisfactory
18.41,42.32,6.67,0.88,6.52,28.5,56,Satisfactory
19.07,40.65,7.66,0.8,5.86,28.1,51,Satisfactory
18.6,46.16,8.43,0.78,6.89,31.54,51,Satisfactory
16.08,44.91,8.66,0.78,5.85,29.99,53,Satisfactory
7,36.83,7.14,0.72,5.98,29.37,46,Good
15.77,29.21,11.32,0.79,7.12,29.82,50,Good
10.73,27.82,14.09,0.81,6.66,27.51,65,Satisfactory
17.48,36.89,12.2,0.84,7,30.21,53,Satisfactory
16.18,39.8,10.8,0.87,5.75,28.53,60,Satisfactory
17.58,46.58,11.87,0.92,5.02,26.85,65,Satisfactory
11.88,36.38,8.59,0.75,6.97,27.58,50,Good
9.01,21.69,6.91,0.66,6.22,28.42,42,Good
10.5,26.23,5.67,0.67,4,31.16,43,Good
11.1,27.05,5.97,0.62,5.61,34.97,43,Good
15.43,41.07,8,0.71,6.37,35.13,44,Good
13.54,35.93,9.67,0.81,6.38,33.87,52,Satisfactory
14.45,46.7,11.27,0.76,5.93,34.64,53,Satisfactory
18.23,62.76,8.35,0.82,5.89,34.21,57,Satisfactory
18.71,65.29,6.27,0.91,6.24,32.27,58,Satisfactory
13.41,43,5.95,0.8,5.13,30.19,56,Satisfactory
12.69,34.25,6.46,0.75,6.28,30.52,49,Good
14.85,40.29,8.08,0.74,6.06,27.3,53,Satisfactory
16.1,46.1,6.93,0.9,6.64,30.17,50,Good
18.51,54.71,8.08,0.95,5.73,30.96,62,Satisfactory
17.59,50.25,5.91,0.87,5.23,30.49,61,Satisfactory
13.55,37.53,5.95,0.93,5.99,28.73,58,Satisfactory
13.44,25.9,12.14,1.02,5.48,27.66,64,Satisfactory
14.91,39.67,15.24,1.07,5.96,24.5,70,Satisfactory
14.62,36.35,10.09,0.95,4.65,29.3,62,Satisfactory
18.7,37.27,8.53,0.98,5.55,26.01,62,Satisfactory
19.14,42.58,8.14,1.04,6.02,27.58,67,Satisfactory
11.14,33.81,4.41,1.06,5.43,29.14,62,Satisfactory
9.04,28.54,5.17,1,4.48,27.11,62,Satisfactory
9.51,30.15,5.07,1.05,5.95,30.42,63,Satisfactory
11.16,25.2,7.21,1.12,6.03,30.15,69,Satisfactory
9.21,39.6,8.03,1.16,4.98,29.02,73,Satisfactory
8.67,27.55,3.96,1.05,4.96,30.69,66,Satisfactory
11.88,31.22,3.27,1.15,5.82,31.29,69,Satisfactory
10.35,29.91,4.77,1.14,4.93,30.56,74,Satisfactory
10.5,31.66,7.6,1.4,5.75,28.25,81,Satisfactory
6.88,28.88,5.1,1.29,5.72,30.65,92,Satisfactory
6,42,2.62,0.44,6.13,20.32,68,Satisfactory
12.86,34.43,6.52,1.1,5.77,32.6,106,Moderate
6.92,27.58,6.8,1.17,4.56,27.92,69,Satisfactory
10.26,28.14,7.48,1.36,5.12,31.71,81,Satisfactory
9.45,30.3,5.9,1.42,5.57,30.22,84,Satisfactory
11.81,39.35,6.29,1.78,5.11,28.91,93,Satisfactory
12.68,44.17,7.29,1.53,6.39,28.41,108,Moderate
17.56,46.05,4.72,1.13,5.51,33.17,73,Satisfactory
14.31,43.2,5.11,1.01,6.5,32.85,62,Satisfactory
21.91,50.41,5.3,1.13,6.51,35.73,69,Satisfactory
15.88,42.72,4.2,1.73,5.95,37.06,92,Satisfactory
16.86,39.71,4.5,2.45,5.47,35.95,112,Moderate
15.94,37.14,4.3,2.73,6.19,35.69,114,Moderate
9.94,24.86,2.92,2.11,5.38,37.07,112,Moderate
10.58,33.98,5.04,0.82,6.49,36.37,57,Satisfactory
20.16,41.24,5.23,0.64,6.38,35.02,51,Satisfactory
18.13,47.25,5.98,0.91,6.35,30.68,53,Satisfactory
23.44,56.07,7.1,0.79,5.98,34.09,61,Satisfactory
19.24,52.38,4.64,0.78,6.07,35.3,56,Satisfactory
20.49,50.48,6.64,0.81,6.02,35.03,54,Satisfactory
20,51.27,5.82,0.77,5.56,38.92,58,Satisfactory
22.06,55.46,6.44,0.81,5.48,37.14,59,Satisfactory
16.12,52.45,6.96,0.79,6.72,36.66,58,Satisfactory
17.55,45.48,6.46,0.9,6,31.62,58,Satisfactory
17.14,43.17,4.86,0.78,5.5,37.88,55,Satisfactory
22.24,60.76,8.42,0.76,5.19,40.49,63,Satisfactory
24.4,67.26,7.36,0.85,5.86,44.4,70,Satisfactory
25.5,68.99,7.82,0.88,6.73,38.85,68,Satisfactory
28.03,72.04,9.43,0.93,6.44,42.35,76,Satisfactory
28.44,64.05,8.62,0.81,7.36,41.8,73,Satisfactory
19.46,43.68,6.65,0.81,7.35,42.2,62,Satisfactory
18.96,43.82,8.43,0.83,6.45,35.51,50,Good
12.38,35.01,7.9,0.84,6.07,31.54,55,Satisfactory
17.14,39.68,8.21,0.84,5.56,32.06,53,Satisfactory
14.31,32.57,6.06,0.88,5.05,36.96,54,Satisfactory
20.42,60.69,6.71,0.83,5.15,40.99,55,Satisfactory
21.49,56.28,6.82,0.9,5.45,36.52,67,Satisfactory
13.45,30.23,4.45,0.75,5.68,31.89,53,Satisfactory
16.64,29.76,7.85,0.87,5.26,32.13,52,Satisfactory
24.56,45.89,9.65,0.95,5.71,36.49,62,Satisfactory
24.19,47.71,6.06,0.86,6.39,37.66,57,Satisfactory
22.38,41.11,6.63,0.96,5.6,44.87,66,Satisfactory
26,45.3,7.34,0.94,5.42,36.45,62,Satisfactory
15.29,27.84,7.36,0.97,5.54,40.25,58,Satisfactory
21.93,35.57,8.24,0.96,5.25,31.92,57,Satisfactory
23.75,43,9.79,1.14,4.94,29.32,64,Satisfactory
17.33,31.2,7,0.89,4.85,27.34,59,Satisfactory
18.9,34.18,9.29,1.1,5.22,27.8,67,Satisfactory
14.12,29.82,11.08,0.86,5.37,28.68,72,Satisfactory
20.59,39.69,20.9,0.95,4.93,5.93,54,Satisfactory
30.33,50.39,8.2,1.16,5.57,8.34,82,Satisfactory
12.48,24.47,6.03,1.03,3.92,8.3,62,Satisfactory
13.27,26.54,7.97,1.01,5.68,8.62,78,Satisfactory
15.1,26.27,9.25,1.01,5.59,11,64,Satisfactory
15.43,34.46,9.88,1.04,6.49,11.47,70,Satisfactory
35.94,50.68,9.85,1.09,5.53,9.94,71,Satisfactory
38.58,67.44,8.94,1.02,5.73,10.98,71,Satisfactory
36.93,63.53,6.78,0.98,5.31,8.87,67,Satisfactory
30.14,52.64,4.82,0.96,6.65,6.88,61,Satisfactory
31.75,53.57,4.55,1.05,6.64,5.58,59,Satisfactory
19.06,35.04,6.51,1.04,5.55,7.8,63,Satisfactory
12.74,28.26,7.11,1.02,5.91,10.68,64,Satisfactory
16.07,30.33,4.4,0.84,5.69,8.91,60,Satisfactory
12.9,30.94,4.3,0.97,6.48,7.44,54,Satisfactory
13.8,28.76,6.48,1.01,5.7,6.57,69,Satisfactory
11.42,24.47,3.84,0.8,5.49,8.17,47,Good
19.09,31.72,8.11,1.05,6.15,7.22,68,Satisfactory
17.97,33.12,4.94,0.86,5.12,6.58,58,Satisfactory
30.73,56.61,8.79,1.25,5.1,7.49,70,Satisfactory
45.62,72.5,7.7,1.31,5.23,7.77,85,Satisfactory
54.28,94.45,8.97,1.49,6.05,11.76,101,Moderate
66.15,116.25,10.84,1.46,6.45,17.08,101,Moderate
57.1,96.05,5.95,1.15,6.36,10.17,119,Moderate
49.67,84.26,4.42,1.2,5.75,9.52,87,Satisfactory
51.29,90.58,3.88,1.21,5.84,20.02,87,Satisfactory
46.33,83.3,4.02,1.09,5.96,16.3,90,Satisfactory
42.05,68.11,5.92,1.19,5.16,6.09,74,Satisfactory
43.92,77.95,11.63,1.44,5.56,8.85,99,Satisfactory
11.3,27.28,9.86,1.13,5.2,36.9,88,Satisfactory
26.4,45.52,6.96,1.34,10.4,35.11,76,Satisfactory
54.98,78.08,8.5,1.4,7.32,34.42,87,Satisfactory
64.48,86.88,6.02,1.22,6.5,44.69,123,Moderate
46.01,65.46,10.97,1.39,7.09,40.15,99,Satisfactory
49.17,73.19,13.16,1.72,6.52,40.54,95,Satisfactory
40.86,60.82,7.95,1.5,6.32,37.02,93,Satisfactory
35.16,53.9,6.01,1.41,11.07,45.94,93,Satisfactory
36.27,54.12,3.33,1.2,4.37,47.14,83,Satisfactory
44.3,63.39,5.14,1.19,15.51,54.61,84,Satisfactory
43.66,59.67,5.85,1.19,4.1,64.4,82,Satisfactory
61.59,87.3,5.51,1.28,5.6,64.07,94,Satisfactory
71.71,104.39,5.26,1.37,6.12,72.01,130,Moderate
55.78,73.44,5.39,1.12,3.56,65.96,103,Moderate
51.3,76.59,8.59,1.29,4.48,51.17,88,Satisfactory
46.81,64.32,3.31,1.24,5.66,41.59,93,Satisfactory
32.55,47.35,4.72,1.23,15.55,36.38,78,Satisfactory
19.99,35.46,7.13,1.24,7.98,36.24,74,Satisfactory
22.19,36.16,6.98,1.21,4.72,43.78,75,Satisfactory
31.18,48.44,4.82,1.3,6.1,44.21,84,Satisfactory
31.22,49.24,4.23,1.18,11.65,46.36,75,Satisfactory
19.58,37.35,5.88,1.25,6.56,32.03,73,Satisfactory
27.44,44.34,3.54,1.2,5.53,41.98,76,Satisfactory
58.93,85.65,8.74,1.5,14.75,45.51,82,Satisfactory
77.51,112.18,10.58,1.56,8.29,57.6,149,Moderate
85.73,119.12,10.82,1.74,17.86,65.61,177,Moderate
75.89,108.14,8.95,1.81,8.86,44.08,183,Moderate
36.23,58.17,8.63,1.8,11.58,39.11,106,Moderate
59.39,70.75,7.98,1.96,18.65,37.8,104,Moderate
42.7,69.66,6.21,1.61,8.44,51.9,97,Satisfactory
63.22,90.86,7.21,2.03,5.31,40.96,105,Moderate
52.66,74.59,8.22,1.95,8.6,37.22,106,Moderate
41.77,61.3,6.63,1.76,5.11,30.73,103,Moderate
35.04,53.63,5.67,1.73,4.07,39.66,99,Satisfactory
28.12,47.04,6.54,1.79,20.81,41.63,100,Satisfactory
57.4,85.48,6.67,1.9,7.57,43.05,103,Moderate
76.54,114.52,8.33,2.07,2.92,46.45,128,Moderate
92.78,124.33,5.51,2.21,8.49,55.01,178,Moderate
82.74,115.19,5.58,2.11,4.18,56.52,220,Poor
58.89,90.71,4.51,2.11,4.45,58.22,121,Moderate
50.27,73.69,3.67,2.1,9,64.75,105,Moderate
62.32,89.85,6.35,2.39,12.14,43.15,108,Moderate
67.93,90.91,8.25,2.32,12.18,47.45,113,Moderate
51.07,85.65,14.95,2.06,9.89,48.42,106,Moderate
76.05,110.35,13.72,2.37,9.98,62.22,116,Moderate
81.61,116.95,7.98,2.94,23.73,62.44,181,Moderate
72.14,102.92,9.16,2.53,16.99,62.9,149,Moderate
69.3,103.17,8.28,2.77,25.33,65.28,134,Moderate
72.7,106.69,9.4,2.91,24.59,60.36,118,Moderate
41.69,60.51,5.38,2.49,16.17,51.55,142,Moderate
40.21,60.48,9.47,2.91,18.5,31.19,115,Moderate
35.68,52.33,5.04,2.55,9.51,46.36,114,Moderate
47.01,69.44,7.27,2.42,11.66,44.99,108,Moderate
52.53,81.17,6.9,2.85,17.07,60.74,117,Moderate
50.31,79.04,6.35,4.85,34.23,61.71,139,Moderate
52.06,85.51,7.55,5.59,18.01,56.83,156,Moderate
52.29,83.14,6.65,5.48,13.9,70.07,160,Moderate
60.68,99.05,11.29,4.56,15.98,75.33,146,Moderate
62.38,99.86,9.53,4.61,13.1,78.49,180,Moderate
61.89,98.66,9.89,0.08,13.63,72.82,124,Moderate
58.41,92.79,6.94,0.06,20.06,79.3,128,Moderate
44.94,80.7,11.76,0.05,22.19,78.4,124,Moderate
46.48,85.2,11.03,0.05,30.99,68.5,104,Moderate
46.64,79.36,7.67,0,30.89,67.82,109,Moderate
54.81,91.32,10.35,0.03,25.64,64.79,102,Moderate
59.72,93.45,6.73,0.07,20.32,69.65,108,Moderate
65.74,104.01,6.56,0.03,23.45,76.67,137,Moderate
55.81,92.53,9.73,0,17.98,77.91,141,Moderate
63.93,99.11,8.32,0,35.33,83.38,127,Moderate
68.12,102.28,8.46,0,15.31,74.35,126,Moderate
60.71,95.19,6.38,0,24.64,76.74,125,Moderate
73.06,110.44,10.3,0,22.15,66.58,131,Moderate
70.43,105.47,8.18,0.01,19.25,69.94,132,Moderate
76.85,116.02,10.76,0,21.95,84.14,160,Moderate
62.24,97.88,9.23,0,17.06,81.37,147,Moderate
76.8,118.3,13.28,0.06,15.24,74.07,126,Moderate
76.27,112.76,9.91,0.02,22.8,88.77,164,Moderate
82.99,120.86,10.97,0.36,20.22,81.16,159,Moderate
79.17,114.98,17.3,1.11,13.38,51.39,176,Moderate
61.19,95.33,14.36,0.93,10.14,68.24,132,Moderate
70.86,107.83,12.85,0.87,7.48,81.49,135,Moderate
73.6,108.97,11.71,0.95,8.5,77.46,164,Moderate
59.53,90.38,10.75,0.97,6.37,71.51,121,Moderate
52.82,81.14,8.6,0.81,5.02,64.39,95,Satisfactory
40.59,72.21,5.78,0.6,2.44,74.93,94,Satisfactory
41.14,72.15,7.31,0.71,4.7,71.42,94,Satisfactory
34.56,59.82,7.12,0.69,4.24,64.37,100,Satisfactory
39.99,67.14,8.55,0.76,4.75,69.67,90,Satisfactory
39.49,65.93,8.46,0.69,8.99,91.71,118,Moderate
40.29,71.48,8.31,0.68,8.87,86.53,119,Moderate
48.82,79.06,9.97,0.84,7.74,71.97,107,Moderate
39.42,64.31,6.61,0.67,4.04,67.59,92,Satisfactory
46.75,74.89,10.87,0.92,7.43,58.98,82,Satisfactory
42.5,69.57,10.77,0.93,4.78,58.86,81,Satisfactory
37.67,57.39,8.61,0.85,2.12,58.54,86,Satisfactory
46.17,72.17,8.5,0.75,7.82,64.32,88,Satisfactory
56.66,85.64,9.75,0.89,7.24,69.29,110,Moderate
56.59,85.04,7.65,0.81,5.03,62.04,104,Moderate
37.03,59.82,8.72,0.78,16.43,42.33,76,Satisfactory
32.65,60.12,9.33,0.85,5.14,46.91,71,Satisfactory
36,64.67,10.87,0.86,1.96,51.21,78,Satisfactory
38.32,73.93,11,0.86,2.77,71.82,96,Satisfactory
45.27,82.9,9.2,0.84,5.15,61.49,91,Satisfactory
44.81,78.98,8.54,0.84,6.64,71.49,98,Satisfactory
36.43,65.73,6.59,0.73,7.9,69.86,96,Satisfactory
32.9,64.89,5.37,0.67,2.44,53.57,78,Satisfactory
31.41,61.82,6.46,0.66,2.23,60.2,80,Satisfactory
27.75,57.21,5.33,0.67,1.86,51.1,65,Satisfactory
35.35,67.65,5.28,0.67,6.33,54.39,77,Satisfactory
22.44,50.94,6.19,0.59,6.93,64.79,79,Satisfactory
23.74,54.29,7.86,0.68,5.78,58.99,78,Satisfactory
28.5,60.73,6.58,0.55,3.81,71.74,90,Satisfactory
27.97,58.6,6.03,0.56,3.62,74.11,104,Moderate
37.34,68.04,7.22,0.69,5.49,69.58,95,Satisfactory
40.97,68.32,5.93,0.65,3.18,66.22,93,Satisfactory
33.72,67.47,5.64,0.63,2.09,60.65,78,Satisfactory
31.09,74.96,5.82,0.67,2.03,59.96,84,Satisfactory
31.38,88.46,5.44,0.58,4.06,67.86,88,Satisfactory
30.46,68.2,6.55,0.74,3.83,60.34,90,Satisfactory
35.12,63.12,4.7,0.64,3.72,63.59,85,Satisfactory
44.45,69.4,5.6,0.76,5.66,62.83,86,Satisfactory
21.33,58.71,4.75,0.62,1.49,57.22,80,Satisfactory
19,67.2,4.76,0.57,1.92,49.41,66,Satisfactory
58.12,178.24,5.66,0.65,5.76,58.6,116,Moderate
40.41,126.39,6.05,0.68,5.13,48.91,137,Moderate
29.82,86.59,4.32,0.65,1.27,59.11,106,Moderate
26.06,60.76,4.95,0.66,4.36,61.11,83,Satisfactory
29.97,70.94,5.95,0.75,9.61,56.11,77,Satisfactory
36.67,72.46,5.46,0.66,3.83,64.88,99,Satisfactory
48.85,96.27,8.47,0.83,4.84,94.17,74,Satisfactory
42.82,87.99,5.53,0.74,3.08,67.26,142,Moderate
39.88,85.38,8.76,0.86,4.17,97.28,88,Satisfactory
44.04,88.36,7.15,0.83,5.28,66.07,94,Satisfactory
46.07,87.18,5.94,0.81,4.1,69.55,101,Moderate
35.14,72.39,6.12,0.83,6.37,58.82,88,Satisfactory
33.45,65.23,7.64,0.89,7.03,48.67,80,Satisfactory
31.39,62.21,7.05,0.89,7.4,45.72,69,Satisfactory
30.52,59.9,6.56,0.85,7.34,58.3,79,Satisfactory
32.33,61.19,6.83,0.86,4.13,67.81,94,Satisfactory
32.25,64.78,5.21,0.8,2.66,65.11,81,Satisfactory
28.49,59.02,4.06,0.7,2.74,63.12,80,Satisfactory
32.02,65.3,6.34,0.86,2.6,55.99,79,Satisfactory
30.55,67.23,4.85,0.72,3.36,56.69,82,Satisfactory
28.72,67.02,5.81,0.57,3.37,61.46,89,Satisfactory
35.69,75.77,6.38,0.81,2.35,47.74,74,Satisfactory
33.98,75.12,5.16,0.72,1.99,53.96,79,Satisfactory
34.94,85.28,4.84,0.84,1.17,50.38,82,Satisfactory
37.82,81.64,3.35,0.75,1.55,51.96,86,Satisfactory
39.22,79.24,4.18,0.82,1.44,47.12,79,Satisfactory
44.11,82.12,4.98,0.77,1.58,46.11,80,Satisfactory
40.78,81.81,4.95,0.74,2.69,49.93,83,Satisfactory
25.46,50.68,5.51,0.79,1.84,49.66,74,Satisfactory
19.34,44.72,6.03,0.74,5.9,42.11,65,Satisfactory
22.06,50.03,5.6,0.76,1.01,42.45,61,Satisfactory
29.36,66.82,3.86,0.63,1.28,51.91,66,Satisfactory
29.4,71.05,4.31,0.7,2.87,47.6,69,Satisfactory
29.84,67.66,4.12,0.84,1.95,49.38,70,Satisfactory
29.96,62.29,4.54,0.89,1.98,54.35,68,Satisfactory
27.02,59.77,3.83,0.85,1.15,58.07,83,Satisfactory
28.08,65.59,4.4,0.86,1.13,46.32,68,Satisfactory
29,60.17,5.62,0.86,1.02,49.61,72,Satisfactory
29.11,60.55,5.77,0.91,2.54,48.69,72,Satisfactory
27.8,54.56,5.62,0.88,2.66,45.55,64,Satisfactory
25.36,51.86,7.6,1.01,1.8,37.88,65,Satisfactory
27.7,56.55,6.93,0.94,1.79,39.21,61,Satisfactory
23.75,44.77,6.31,0.88,0.64,44.07,66,Satisfactory
19.82,42.03,5.74,0.96,0.63,44.89,63,Satisfactory
6.75,32.47,5.4,0.97,1.39,47.52,65,Satisfactory
20.85,41.85,5.2,0.95,1.41,52.09,73,Satisfactory
14.08,28.42,5.06,0.72,1.59,60.65,70,Satisfactory
20.29,40.08,6.53,0.93,2.48,55.08,79,Satisfactory
22.56,44.12,6.67,0.82,4.42,53.82,70,Satisfactory
23.4,53.12,5.21,0.89,2.4,55.52,69,Satisfactory
24.68,59.62,8.44,1.04,0.78,44.53,69,Satisfactory
24.35,59.02,4.8,0.98,3.05,39.2,64,Satisfactory
23.93,56.52,5.78,0.89,2.75,47.45,70,Satisfactory
21.05,49.07,6.15,1.03,2.96,55.71,70,Satisfactory
20.83,49.94,4.25,0.93,2.37,51.43,78,Satisfactory
31.21,87.96,4.94,1.09,3.95,38.65,76,Satisfactory
34.33,103.25,6.93,1.02,2.85,41.05,100,Satisfactory
33.84,100.42,5.31,0.88,3.69,46.24,102,Moderate
29.95,97.18,3.39,0.8,3.27,47.52,96,Satisfactory
35.81,110.95,5.26,1.04,3.35,42.12,105,Moderate
28.5,88.32,3.87,1.02,3.25,34.79,100,Satisfactory
24.2,67.7,4.36,0.98,2.34,33.48,76,Satisfactory
22.41,64.57,5.45,0.84,2.03,39.01,66,Satisfactory
21.15,56.44,5.88,0.87,2.32,48.23,64,Satisfactory
19.17,54.42,5.04,0.82,1.81,40.41,59,Satisfactory
17.72,48.58,4.43,0.78,2.31,45.35,69,Satisfactory
15.1,44.81,3.33,0.87,1.96,32.67,59,Satisfactory
15.51,44.75,4.64,0.95,1.44,33.63,59,Satisfactory
15.45,45.92,4.66,1.31,3.05,36.62,82,Satisfactory
20.14,58.16,3.65,2.44,4.11,40.85,112,Moderate
22.57,65.88,4.94,3.31,4.11,32.72,121,Moderate
22.07,55.7,3.56,2.02,3.04,47.85,111,Moderate
15.62,46.85,4.06,0.64,6.34,39.76,54,Satisfactory
27.99,62.22,6.66,0.81,3.95,29.81,54,Satisfactory
31.07,72.77,5.52,0.72,4.4,36.36,71,Satisfactory
26.95,64.09,6.85,0.68,3.89,38.44,67,Satisfactory
19.94,51.78,4.18,0.67,5.65,28.39,59,Satisfactory
15.06,31.31,5.71,0.38,5.51,31.63,54,Satisfactory
9.71,29.58,12.1,0.64,2.22,39.82,62,Satisfactory
12.44,34.61,4.36,0.5,1.25,37.65,50,Good
17.4,52.68,4.78,0.55,1.47,32.51,44,Good
29.1,77.25,4.62,0.54,2.62,28.04,66,Satisfactory
27.92,76.55,3.13,0.55,2.02,39.68,84,Satisfactory
25.3,78.76,4.33,0.68,0.83,38.47,68,Satisfactory
20.1,49.86,4.67,0.62,1.22,32.62,70,Satisfactory
22.08,54.8,2.76,0.62,2.22,30.08,57,Satisfactory
13.33,35.77,2.43,0.46,1.6,21.26,49,Good
9.27,29.82,4.09,0.65,1.38,35.1,44,Good
10.76,27.21,3.46,0.59,1.02,36.69,52,Satisfactory
19.83,45.83,5.01,0.77,2.91,28.36,47,Good
13.93,33.76,4.5,0.74,1.74,29.83,60,Satisfactory
6.51,25.46,4.26,0.71,1.44,33.93,51,Satisfactory
7.83,24.78,3.12,0.56,2.03,27.8,44,Good
9.9,23.83,4.48,0.55,2.22,33.91,53,Satisfactory
10.26,47.92,2.21,0.08,1.77,14.52,50,Good
5.75,22.78,1.35,0.43,2.28,21.71,51,Satisfactory
23.62,55.51,2.15,0.65,2.4,13.52,55,Satisfactory
13.04,50.75,2.32,0.63,0.65,14.73,53,Satisfactory
13.43,45.05,2.24,0.58,0.95,14.21,48,Good
17.03,46.9,3.08,0.68,2.32,14.87,49,Good
8.74,40.2,2.69,0.6,2.39,14.65,46,Good
9.89,36.12,2.32,0.77,0.94,15.03,48,Good
11.09,43.52,3.27,0.79,1.68,15.31,46,Good
12.48,34.86,3.29,0.82,0.65,17.14,50,Good
6.33,27.34,3.63,0.63,1.64,21.12,88,Satisfactory
11.48,38.57,3.32,0.81,1.87,14.24,52,Satisfactory
15.2,49.52,3.42,0.78,1.69,16.23,53,Satisfactory
13.47,28.95,2.83,0.55,1.6,17.67,41,Good
8.94,26.17,2.21,0.62,1.26,17.75,37,Good
10.82,26.83,3.69,0.64,1.34,22.66,53,Satisfactory
11.84,33.66,4.49,0.68,0.41,23.55,53,Satisfactory
24.32,49.88,6.3,0.82,0.96,33.61,62,Satisfactory
23.27,50.61,5.22,0.77,1.54,23.15,66,Satisfactory
17.42,37.18,3.62,0.64,0.97,22.26,45,Good
10.78,27.74,2.95,0.57,1.66,24.72,44,Good
9.3,26.98,3.48,0.61,1.31,26.31,50,Good
10.93,29.01,3.86,0.64,0.77,28.26,70,Satisfactory
8.52,29.39,4.25,0.73,1.97,25.37,55,Satisfactory
4.25,21.07,3.55,0.56,0.9,26.2,49,Good
7.19,17.91,3.88,0.42,1.96,24.33,41,Good
7.22,21.05,3.01,0.33,0.86,28.29,49,Good
6.05,16.86,2.19,0.42,0.71,29.51,43,Good
7.62,21.08,3.24,0.57,1.03,29.77,52,Satisfactory
10.07,26.21,3.39,0.56,0.89,34.61,51,Satisfactory
13.25,29.58,3.99,0.7,1.33,31.47,55,Satisfactory
17.72,39.38,3.92,0.77,1.1,25.1,52,Satisfactory
12.16,35.43,4.98,0.88,2.38,24,57,Satisfactory
19.32,43.83,5,0.96,0.68,25.25,61,Satisfactory
14.56,44.4,3.32,0.92,0.42,23.69,56,Satisfactory
12.96,39.89,3.99,1.12,1.3,21.95,70,Satisfactory
10.63,35.98,3.76,1.67,1.23,20.01,78,Satisfactory
11.22,31.15,2.88,2.74,1.5,20.06,139,Moderate
15.15,33.9,3.61,0.68,0.44,22.94,46,Good
9.24,45.88,3.85,0.77,1.72,22.3,54,Satisfactory
13.06,44.31,3.9,0.83,0.59,19.2,56,Satisfactory
11.41,38.04,2.71,0.65,1.09,18.84,45,Good
14.64,48.38,2.87,0.67,1.07,21.47,55,Satisfactory
10.62,34.72,2.93,0.68,1.87,20.78,52,Satisfactory
9.83,27.68,3.28,0.68,1.32,22.28,55,Satisfactory
8.62,29.48,3.81,0.68,1.93,24.38,90,Satisfactory
8.51,23.3,4.02,0.72,1.89,23.87,53,Satisfactory
4.8,16.95,3.29,0.51,0.71,31.41,59,Satisfactory
4.44,14.72,2.34,0.39,0.89,30.75,45,Good
