PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
81.48,161.94,41.18,152.3,0.99,36.63,26.96,198,Moderate
103.15,196.8,39.88,207.65,1.57,30.74,20.63,245,Poor
60.99,19.08,22.42,38.24,0.7,27.49,23.48,193,Moderate
73.34,11.74,33.79,43.47,1.63,25.79,23.81,192,Moderate
79.58,11.74,33.74,43.47,2.66,27.41,16.11,238,Poor
87.21,11.19,33.91,43.24,2.66,23.24,18.23,258,Poor
82.46,10.86,33.73,43.42,2.67,21.72,5.02,241,Poor
86.08,10.3,34.67,42.17,2.66,19.28,13.41,201,Poor
79.14,9.73,35.33,41.27,2.43,18.4,12.23,218,Poor
88.37,9.72,35.01,41.7,2.67,18.33,13.45,210,Poor
83.05,9.19,35.25,41.45,2.52,16.62,8.59,270,Poor
38.66,7.75,36.71,39.42,1.43,10.39,18.6,139,Moderate
57.85,6.64,37,39.02,1.8,10.08,15.04,140,Moderate
41.08,8,36.53,39.79,1.6,8.32,13.86,147,Moderate
57.52,7.82,36.3,40.04,1.84,5.7,21.75,137,Moderate
61.9,8.4,35.98,40.51,1.89,4.65,20.72,161,Moderate
63.44,25.41,34.66,48.64,2.19,2.91,11.03,169,Moderate
57.56,21.02,29.68,49.7,1.94,11.65,27.13,177,Moderate
103.21,14.05,32.18,46.18,1.9,26.9,24.26,203,Poor
203.95,24.57,27.87,52.44,0.8,39.72,17.08,321,Very Poor
176.96,11.44,33.2,44.65,0.55,27.52,23.96,363,Very Poor
169.9,11.81,33.06,44.87,0.32,15.89,37.04,345,Very Poor
178.44,12.24,32.91,45.14,0.8,16.86,19.16,342,Very Poor
137.35,10.81,33.51,44.32,0.47,11.81,28.76,331,Very Poor
112.48,24.04,30.37,50.14,0.17,8.5,23.39,287,Poor
110.38,11.35,33.19,44.54,0.67,17.18,13.94,285,Poor
154.06,2.28,26.65,6.31,2.53,32.39,18,322,Very Poor
186.5,3,24.71,8.47,2.29,30.12,20.07,334,Very Poor
183.89,4.74,18.48,16.79,2.49,36.3,20.73,356,Very Poor
153.15,0.78,18.97,16.05,1.99,32.83,30.07,336,Very Poor
112.9,0.75,18.83,16.46,1.74,29.78,0.1,320,Very Poor
69.18,3.67,17.69,17.71,1.39,25.63,8.51,126,Moderate
117.61,0.44,21.55,12.71,1.46,2.5,21.65,277,Poor
104,2.47,22.36,11.59,1.71,1.67,15.92,272,Poor
130.4,1.59,22.18,11.8,2.01,2.37,26.85,290,Poor
136.05,1.43,22.55,11.27,2.07,2.54,27.09,313,Very Poor
173.53,178.12,25.1,69.59,2.12,5.97,8.62,348,Very Poor
176.28,13.18,19.38,11.5,0.73,25.32,12.74,342,Very Poor
151.02,8.25,10.45,17.91,1.29,19.29,22.41,340,Very Poor
142.69,5.63,11.25,16.88,1.27,16.61,11.29,312,Very Poor
136.38,5.51,11.27,16.77,1.46,15.52,6.46,317,Very Poor
155.15,6.32,10.93,17.21,1.71,14.59,14.84,320,Very Poor
133.73,8.21,10.1,18.32,1.31,13.24,14.46,315,Very Poor
124.49,11.35,8.77,20.12,1.17,11.71,21.59,314,Very Poor
230.16,11.55,8.67,20.2,1.35,10.61,21.4,245,Poor
192.23,14.12,7.6,21.72,1.43,9.89,9.33,356,Very Poor
354.44,17.18,4.56,16.38,1.71,16.28,23.18,289,Poor
214.85,6.51,5.71,12.21,1.98,28.96,32.16,344,Very Poor
193.13,8.91,5.71,30.93,1.82,13.53,17.04,369,Very Poor
110.94,7.85,5.15,13,1.02,12.29,23.84,328,Very Poor
129.79,8.89,4.68,13.57,1.37,11.08,16.01,236,Poor
103.46,10.15,4.13,14.29,1.57,10.85,21.19,298,Poor
122.08,9.04,5.44,12.55,1.68,10.63,22.94,288,Poor
105.22,27.94,6.24,23.08,0.19,11.21,25.48,289,Poor
100.88,7.17,5.44,12.55,0.08,10.53,31.51,244,Poor
74.1,6.63,5.71,12.24,0,9.74,41.81,196,Moderate
76.6,7.58,5.24,12.82,0.65,11.75,48.44,150,Moderate
74.97,8.62,4.82,13.44,2.16,11.93,26.87,130,Moderate
89.59,32.38,6.47,36.33,2.3,9.33,8.26,186,Moderate
44.25,7.85,2.25,10.1,1.01,1.66,6.15,136,Moderate
42.24,5.4,2.94,8.34,1.15,1.28,7.68,79,Satisfactory
30.6,3.75,3.4,7.11,1.13,0.74,2.14,69,Satisfactory
137,6.5,6.26,11.86,2.04,33.52,31.38,299,Poor
118.16,17.77,6.59,17.76,1.92,31.01,29.85,314,Very Poor
142.21,4.81,8.43,8.36,1.73,26.86,23.95,303,Very Poor
145.62,6.84,5.59,12.43,1.72,28.01,26.1,323,Very Poor
127.29,6.7,5.61,12.31,1.8,27.68,31.85,311,Very Poor
152.3,13.2,4.98,16.16,2.07,29,42.85,317,Very Poor
159.45,9.52,4.76,13.42,1.97,29.09,37.18,322,Very Poor
109.82,11.14,5.05,14.27,1.99,40.37,27.18,313,Very Poor
101.43,13.66,4.94,16.04,2.09,51.95,23.68,253,Poor
67.9,6.72,5.65,12.34,1.86,49.87,15.23,183,Moderate
35.26,8.05,5.04,13.09,0.92,36.57,22.98,81,Satisfactory
51.87,9.2,4.55,13.75,1.11,29.07,36.42,83,Satisfactory
71.04,8.69,4.76,13.45,1.63,29.1,31.42,118,Moderate
52.26,10.22,4.13,14.34,1.74,35.62,10.74,113,Moderate
25.69,11.6,3.55,15.12,1.28,35.28,14.81,88,Satisfactory
44.79,10.53,4,14.5,1.46,28.14,16.84,84,Satisfactory
67.14,9.33,4.49,13.82,2.15,33.57,21.84,118,Moderate
74.1,10.55,4.01,14.42,2.05,37.65,23.51,145,Moderate
72.61,18.42,3.75,19.19,1.89,40.09,48.8,138,Moderate
83.64,11.21,3.68,14.87,2.02,43.74,41.32,155,Moderate
84.56,16.14,4.18,26.32,2.1,46.64,30.07,194,Moderate
56.77,9.68,4.33,14.01,1.41,48.01,33.36,138,Moderate
36.24,28.47,3.77,30.86,1.45,52.31,4.48,99,Satisfactory
17.33,15.83,3.27,17.61,1.09,50.27,3.67,71,Satisfactory
14.84,123.37,4.46,125.74,1.09,47.91,4.44,86,Satisfactory
12.97,12.87,3.31,15.83,1.27,46.79,18.54,117,Moderate
21.92,12.25,4.01,15.48,1.68,45.85,12,92,Satisfactory
25.92,14.2,3.53,16.56,1.41,34.41,34.99,98,Satisfactory
8.29,16.37,4.2,17.81,1.12,68.67,45.6,94,Satisfactory
17.16,13.06,6.67,15.39,1.3,66.04,16.04,90,Satisfactory
15.41,15.91,12.44,15.51,1.36,73.67,31.67,98,Satisfactory
13.25,0.45,13.15,10.78,1.15,57.9,18.02,90,Satisfactory
51.49,25.63,4.88,11.02,3.01,16.57,34.48,131,Moderate
34.34,27.92,4.64,8.29,1.81,4.95,46.93,107,Moderate
27.46,1.32,5.45,0.31,1.68,2.1,37.47,97,Satisfactory
56.25,1.04,5.64,0.21,2.28,0.41,46.06,115,Moderate
64.41,150.78,5.79,3.98,2.59,0.01,40.54,130,Moderate
41.97,82.19,3.81,39.05,1.96,3.14,50.75,113,Moderate
25.29,23.07,9.83,13.88,1.9,68.72,48.42,102,Moderate
15.35,7.32,21.02,26.32,2.04,52.14,55.81,101,Moderate
36.55,8.9,17.53,22.37,1.93,20.34,45.12,110,Moderate
43.5,5.4,16.83,15.71,1.56,14.19,49.75,96,Satisfactory
88.11,43.82,17.45,29.73,2.21,14.81,73.52,202,Poor
51.8,53.08,16.72,32.86,1.5,13.75,56.83,128,Moderate
63.56,4.17,18.5,13.47,1.74,14.64,61.28,123,Moderate
55.5,5.35,17.67,14.58,1.43,14.7,48.57,100,Satisfactory
44.4,3.14,19.07,12.7,1.37,14.48,49.42,117,Moderate
51.88,59.56,13.94,40.2,1.25,15.37,43.26,109,Moderate
20.3,6.75,14.22,19.57,1.41,15.35,54.25,109,Moderate
25.8,37.01,12.24,51.27,1.52,16.26,59.37,105,Moderate
44.64,11.58,10.73,4.26,0.52,19.22,22.03,102,Moderate
14.12,10.62,20.28,6.98,0.3,17.07,40.03,62,Satisfactory
12.02,7.69,25.5,21.6,0.46,17.23,44.58,75,Satisfactory
13.17,7.31,21.5,28.81,0.93,17.52,44.96,79,Satisfactory
20.75,8.17,21.95,15.89,1.18,18.62,48.87,90,Satisfactory
20.37,22.82,19.64,18.96,1.59,20.79,46.84,99,Satisfactory
18.62,21.24,26.53,47.6,1.3,14.34,28.77,86,Satisfactory
24.85,27.73,29.36,57.09,1.52,14.42,14.9,101,Moderate
15.08,1.94,5.8,4.65,0.71,4.65,17.54,47,Good
11.15,1.87,6.07,4.69,0.6,4.12,16.65,44,Good
12.25,1.88,5.22,4.29,0.56,3.83,18.7,38,Good
10.06,1.98,4.74,4.13,0.47,3.73,19.53,37,Good
13.03,1.9,6.64,5.03,0.64,4,14.46,46,Good
14.19,1.89,6.95,5.22,0.64,4.59,15.22,45,Good
15.81,1.93,5.13,4.3,0.57,3.77,15.44,48,Good
14.91,1.89,5.98,4.71,0.56,3.28,16.46,45,Good
14.69,2.05,4.08,3.84,0.68,3.34,13.63,49,Good
10.59,2.14,1.58,2.57,0.57,4.14,14.29,39,Good
10.4,2.05,3.45,3.51,0.65,4.6,21.13,39,Good
19.2,2.02,6.88,5.3,0.66,3.86,19.87,40,Good
22.43,1.88,5.41,4.38,0.7,3.49,19.37,60,Satisfactory
19.08,1.9,4.62,3.99,0.59,3.18,18.33,63,Satisfactory
18.61,1.9,5.92,4.69,0.65,3.9,16.48,52,Satisfactory
33.78,1.83,8.49,6,0.75,3.98,16.13,54,Satisfactory
14.47,1.93,5.13,4.3,0.53,3.57,18.74,53,Satisfactory
15.94,1.92,7.1,5.31,0.68,4.36,17.31,47,Good
8.74,1.84,5.09,4.21,0.53,5.05,16.83,41,Good
17.33,1.9,7.54,5.55,0.65,4.06,15.24,39,Good
17.62,1.97,5.82,4.69,0.63,2.88,15.47,48,Good
14.44,2.05,6.83,5.3,0.55,4.29,16.82,43,Good
19.42,2.08,6.97,5.4,0.58,3.28,16.23,59,Satisfactory
18.97,2.03,5.2,4.42,0.51,4.34,15.52,52,Satisfactory
19.72,1.98,6.07,4.83,0.46,3.32,14.89,48,Good
17.01,1.99,5.59,4.59,0.55,4.07,14.13,54,Satisfactory
14.38,1.97,4.62,4.04,0.47,3.6,14.04,47,Good
13.47,1.93,4.14,3.72,0.63,4.36,12.35,43,Good
7.42,1.99,4.14,3.79,0.49,3.33,14.18,37,Good
16.93,2.09,6.06,4.93,0.64,3.97,17.05,55,Satisfactory
23.75,1.72,8.78,6.05,0.73,5,16.17,66,Satisfactory
20.52,1.82,6.48,4.91,0.63,4.02,14.58,55,Satisfactory
15.53,1.94,6.61,5.1,0.58,3.72,17.67,46,Good
15.07,2.05,5.15,4.39,0.52,2.91,19.56,41,Good
24.12,2.06,3.22,3.14,0.55,3.98,18.43,47,Good
23.5,2.07,6.58,5.11,0.72,4.85,12.89,62,Satisfactory
18.25,2.18,4.51,4.17,0.77,4.49,17.21,68,Satisfactory
15.15,1.9,7.58,5.56,0.99,4.19,14.17,62,Satisfactory
15.12,1.88,5.82,4.62,0.98,3.37,14.65,63,Satisfactory
13.43,1.85,7.14,5.29,0.95,3.93,13.62,62,Satisfactory
10.74,1.94,6.67,5.1,0.91,4.48,14.84,59,Satisfactory
13.58,1.99,5.42,4.5,0.9,4.55,16.75,54,Satisfactory
20.1,1.8,8.85,6.14,0.96,4.86,15.6,61,Satisfactory
13.97,1.79,6.53,4.9,0.99,4.37,18.68,63,Satisfactory
19.93,1.88,7.83,5.66,1.01,4.32,16.63,63,Satisfactory
18.52,1.76,7.6,5.45,1.03,3.56,17.88,61,Satisfactory
11.07,1.9,6.83,4.84,0.98,4.14,18.51,64,Satisfactory
21.49,2.03,7.14,5.44,0.96,4.39,22.88,56,Satisfactory
31.15,1.97,5.99,4.78,0.93,4.57,21.49,58,Satisfactory
31.42,1.97,7.69,5.69,0.97,2.91,8,74,Satisfactory
26.05,1.74,6.57,4.91,0.92,4.47,20.27,82,Satisfactory
20.75,1.75,5.95,4.57,0.93,3.45,13.81,58,Satisfactory
22.3,1.83,7.16,5.28,0.99,3.91,21.56,60,Satisfactory
13.49,1.88,6.05,4.69,0.9,4.34,19.78,57,Satisfactory
12.91,1.88,6.51,4.97,0.92,2.99,13.21,56,Satisfactory
12.49,1.91,5.47,4.46,0.88,2.41,16.58,55,Satisfactory
10.66,1.57,6.45,4.69,0.95,4.88,16.88,58,Satisfactory
11.18,1.98,5.06,4.05,0.88,3.49,13.82,54,Satisfactory
17.58,1.88,6.14,4.77,0.93,4.03,6.26,54,Satisfactory
24.04,1.89,6.59,5.05,1.01,3.47,27.62,93,Satisfactory
20.15,1.92,5.74,4.61,1.02,4.07,7.17,68,Satisfactory
13.5,1.98,4.72,4.1,0.97,2.73,3.95,62,Satisfactory
8.98,2.05,4.48,4.05,0.91,4.6,2.62,55,Satisfactory
9.04,1.86,6.43,4.92,1,3.69,4.14,57,Satisfactory
9.19,1.88,6.86,5.13,0.95,3.78,3.7,64,Satisfactory
12.52,1.77,7.47,5.37,0.92,3.21,5.1,58,Satisfactory
17.94,1.89,6.53,5.01,0.98,3.69,7.45,60,Satisfactory
18.93,1.98,4.1,3.8,0.9,4.01,7.69,54,Satisfactory
14.23,1.83,5.36,4.33,0.99,5.05,7.59,60,Satisfactory
16.04,2.05,5.27,4.46,0.95,4.07,7.61,52,Satisfactory
20.62,2.02,3.49,3.49,0.88,4.31,7.71,53,Satisfactory
18.4,2.03,4.12,3.82,0.93,4.99,7.6,55,Satisfactory
8.76,1.96,3.32,3.24,0.85,4.29,7.6,52,Satisfactory
16.14,1.68,7.97,5.45,0.98,3.41,7.75,64,Satisfactory
10.8,1.82,5.63,4.46,1.01,4.2,7.71,66,Satisfactory
12.77,1.91,6.42,4.96,0.95,3.63,7.7,65,Satisfactory
11.01,1.97,3.96,3.71,0.94,4.34,7.7,53,Satisfactory
12.56,2.03,4.97,4.3,1.03,5.03,7.67,61,Satisfactory
8.51,2,3.9,3.7,0.96,2.25,7.62,58,Satisfactory
8.73,1.74,5.63,4.38,0.94,4.41,7.63,59,Satisfactory
9.23,1.86,5.25,4.29,0.93,2.97,7.69,54,Satisfactory
15.46,1.93,6.97,5.22,1.01,3.4,7.56,60,Satisfactory
12.07,2,4.8,4.12,1.07,3.29,7.68,71,Satisfactory
8.79,1.98,4.65,4.06,0.91,4.86,7.59,60,Satisfactory
11.3,1.96,5.39,4.4,0.97,2.94,7.71,69,Satisfactory
11.08,1.96,3.64,3.51,0.95,4.08,7.63,65,Satisfactory
9.43,1.89,4.74,4.04,0.95,5.44,7.73,59,Satisfactory
11.33,2.06,4.83,4.24,0.93,4.72,7.66,55,Satisfactory
17.54,1.89,7.23,5.36,0.97,4.32,7.74,56,Satisfactory
21.19,1.95,5.81,4.67,0.93,4.32,7.62,57,Satisfactory
19.5,1.94,5.29,4.39,0.91,3.99,7.57,55,Satisfactory
27.77,2,7.08,5.39,1.08,3.72,7.65,61,Satisfactory
19.74,2.08,8.78,6.33,1.03,3.44,7.67,63,Satisfactory
14.03,2.45,5.99,5.17,0.97,3.44,7.71,57,Satisfactory
12.72,2.14,8.17,6.06,1.13,2.91,7.53,61,Satisfactory
11.84,1.96,6.39,4.98,0.97,4.15,7.62,69,Satisfactory
10.28,1.91,4.43,3.89,0.97,3.74,7.57,57,Satisfactory
6.15,1.09,1.96,1,0.23,1.86,4.38,36,Good
26.32,1.76,8.44,5.92,1.15,3.77,7.6,72,Satisfactory
24.01,2.02,7.14,5.43,1.06,2.76,7.71,67,Satisfactory
22.38,1.93,8.94,6.32,1.12,4.25,7.77,65,Satisfactory
25.48,1.93,10.28,7.04,1.18,3.45,7.77,69,Satisfactory
30.17,1.94,9.8,6.78,1.31,4.07,7.76,77,Satisfactory
19.39,2.04,6.54,5.13,1.05,4.12,7.69,67,Satisfactory
26.15,1.89,12.03,7.88,1.24,3.64,7.7,76,Satisfactory
19.07,1.94,11.58,7.73,1.11,4.55,7.74,70,Satisfactory
13.15,1.94,14.55,9.29,1.27,5.68,7.82,83,Satisfactory
16.32,2.02,10.9,7.43,1.11,3.63,7.76,64,Satisfactory
29.27,1.93,12.12,8.01,1.27,3.75,7.77,86,Satisfactory
30.27,2.07,9.55,6.76,1.16,5.03,7.72,74,Satisfactory
42.35,1.97,10.23,7.04,1.25,3.97,7.66,72,Satisfactory
62.55,1.95,15.04,9.57,1.45,4.82,7.84,102,Moderate
53.64,2,13.97,9.06,1.21,5.2,7.77,100,Satisfactory
57.66,2.06,12.42,8.28,1.23,3.92,7.83,97,Satisfactory
49.5,1.9,14.55,9.24,1.23,4.87,7.81,91,Satisfactory
59.27,1.91,13.2,8.57,1.25,6.18,7.73,99,Satisfactory
61.57,1.95,10.77,7.32,1.33,3.6,7.65,114,Moderate
39.43,2,6.98,5.33,1.13,3.1,7.67,81,Satisfactory
27.4,1.83,9.87,6.73,1.16,4.69,7.82,69,Satisfactory
17.99,2.02,9.95,6.92,1.08,4.99,7.75,63,Satisfactory
27.16,1.79,12.26,7.9,1.28,3.12,7.81,80,Satisfactory
40.15,1.89,13.04,8.42,1.31,5.1,7.76,91,Satisfactory
62.96,1.96,12.84,8.4,1.28,4.89,7.84,87,Satisfactory
93.79,2.03,17.42,10.9,1.61,4.79,7.79,162,Moderate
80.06,1.98,10.95,7.43,1.33,3.84,7.78,230,Poor
36.21,1.92,13.9,8.96,1.33,4.65,7.8,103,Moderate
32.04,1.87,13.53,8.6,1.43,3.41,7.76,83,Satisfactory
32.23,1.9,8.82,6.23,1.23,1.52,7.9,86,Satisfactory
4.23,2,4.08,3.79,0.97,3.02,7.97,58,Satisfactory
9.7,2.01,6.78,5.23,0.92,2.93,7.89,57,Satisfactory
8.62,2.02,8.07,5.93,1.08,4.19,7.88,60,Satisfactory
44.97,1.92,5.31,4.38,1.31,1.45,7.82,84,Satisfactory
33.94,1.87,5.57,4.48,1.21,4.71,8.03,68,Satisfactory
54.94,2.04,5.73,4.7,1.26,4.33,8.07,85,Satisfactory
68.46,1.97,6.12,4.77,1.31,3.96,8.27,105,Moderate
66.61,1.9,6.2,4.79,1.37,3.64,8.18,139,Moderate
40.99,2.05,6.38,4.97,1.3,3.43,7.63,83,Satisfactory
48.17,1.97,8.35,6.01,1.4,3.99,7.55,81,Satisfactory
68.66,1.95,8.08,5.85,1.59,5.33,7.55,124,Moderate
49.07,2.27,8.52,6.2,1.26,3.07,10.52,87,Satisfactory
52.59,1.99,7.28,5.38,1.23,3.38,7.27,94,Satisfactory
53.21,2.05,6.68,5.17,1.25,4.12,8.78,79,Satisfactory
47.43,2.15,5.55,4.64,1.3,4.54,22.21,125,Moderate
33.58,2.19,5.68,4.7,1.15,3.96,15.67,71,Satisfactory
39.14,2.24,4.42,4.16,1.27,5.13,21.79,78,Satisfactory
26.11,2.24,5.42,4.65,1.16,3.44,34.32,68,Satisfactory
40.41,2.27,3.96,3.93,1.31,4.1,34.25,76,Satisfactory
33.34,2.31,4.35,4.2,1,5.42,39.37,66,Satisfactory
47.76,2.33,3.86,3.95,1.07,3.39,37.88,76,Satisfactory
60.35,2.21,7.01,4.26,1.31,3.44,41.78,94,Satisfactory
64.68,1.83,9.64,6.49,1.38,3.89,41.2,103,Moderate
72.44,1.92,9.2,6.41,1.36,3.89,39.1,129,Moderate
61.44,1.91,11.28,7.53,1.2,3.38,29.28,112,Moderate
73.02,1.94,10.86,7.23,1.42,4.14,41.68,145,Moderate
59.05,1.94,6.57,5.08,1.19,4.32,42.77,118,Moderate
64.62,1.88,8.79,6.13,1.28,3.51,46.69,106,Moderate
64.43,1.96,7.51,5.59,1.32,3.29,44.93,119,Moderate
57.45,1.89,10.46,7.11,1.36,6.04,67.08,99,Satisfactory
67,1.94,16.88,10.52,1.4,5.21,48.75,106,Moderate
76.69,1.98,15.1,9.62,1.32,7.36,46.77,145,Moderate
83.73,1.92,16.16,10.12,1.32,8.37,63.19,155,Moderate
78.68,1.9,10.07,6.9,1.27,6.67,59.76,186,Moderate
69.38,1.98,17.84,10.93,1.69,6.81,55.21,127,Moderate
83.7,1.89,18.3,11.15,1.55,6.16,40.89,137,Moderate
81.02,1.83,15.68,9.77,1.58,7.43,35.72,169,Moderate
51.42,1.89,15.84,9.68,1.57,5.36,39,123,Moderate
53.08,1.87,15.32,9.51,1.59,4.72,69.77,157,Moderate
47.04,1.88,14.84,9.35,1.58,5.48,35.78,127,Moderate
38.06,1.91,10.5,7.08,1.25,4.52,56.36,120,Moderate
50.17,1.88,15.14,9.49,1.58,6.34,49.1,162,Moderate
72.69,1.79,17.55,10.75,1.54,5.81,17.45,108,Moderate
80.8,1.94,15.92,10.02,1.6,7.96,85.18,182,Moderate
72.59,1.84,14.03,8.88,1.56,5.14,71.98,163,Moderate
67.73,1.92,16.13,10.15,1.4,8.08,55.7,120,Moderate
81.25,1.94,18.91,11.55,1.47,8.59,71.96,125,Moderate
88.14,1.93,12.51,8.2,1.48,7.23,83.6,204,Poor
83.84,1.84,17.52,10.76,1.8,5.24,82.67,183,Moderate
84.45,1.92,16.8,9.58,1.68,6.63,72.01,183,Moderate
79.84,1.7,13.4,8.48,1.17,5.65,61.27,170,Moderate
57.42,1.54,11.85,7.51,0.91,5.66,33.61,132,Moderate
55.36,1.69,14.22,8.92,0.89,7.52,32.93,92,Satisfactory
61.78,1.67,11.75,7.61,0.88,9.01,49.57,99,Satisfactory
49.7,1.67,13.8,8.7,0.92,6.7,35.46,93,Satisfactory
70.43,1.76,16.42,10.13,1.18,6.18,50.39,112,Moderate
68.26,1.75,12.11,7.84,0.92,4.95,52.8,121,Moderate
65.86,1.78,14.05,8.93,1.16,7.95,63.42,130,Moderate
75.74,1.82,9.16,6.26,1.14,5.4,51.89,144,Moderate
64.95,1.91,21.42,5.83,1.06,6.28,62.62,132,Moderate
54.76,1.65,16.6,10.17,0.96,8.15,68.96,124,Moderate
56.47,1.69,12.04,7.77,0.9,7.65,73.09,111,Moderate
55.14,1.67,12.09,7.76,0.94,7.87,61.4,100,Satisfactory
52.43,1.71,11.41,7.45,0.91,7.27,52.53,96,Satisfactory
41.4,1.79,11.18,7.41,0.94,4.22,47.85,80,Satisfactory
30.24,1.66,14.71,9.07,0.89,5.42,36.32,66,Satisfactory
42.41,1.81,15.58,9.72,0.95,6.25,51.88,80,Satisfactory
42.91,1.83,12.29,7.92,0.95,3.92,45.62,71,Satisfactory
41.06,1.82,20.97,12.65,0.88,4.78,38.89,72,Satisfactory
55.79,1.72,19.57,11.81,0.94,6.77,48.7,92,Satisfactory
62.38,1.71,18.51,11.2,0.93,6.77,50.03,94,Satisfactory
41.22,1.67,20.75,12.31,1.08,5.26,49.33,99,Satisfactory
45.86,1.57,20.96,12.37,1.04,4.7,54.5,82,Satisfactory
52.27,1.65,18.84,11.31,1.14,7.58,56.25,88,Satisfactory
54.22,1.79,14.43,9.13,0.91,7.27,68.39,105,Moderate
60.38,1.69,19.02,11.44,1.03,7.37,68.23,107,Moderate
58.11,1.56,19.72,11.74,1.09,7.71,61.85,105,Moderate
62.07,1.68,20.39,12.2,1.07,6.9,55.37,112,Moderate
47.75,1.67,17.82,10.8,0.88,9.69,63.23,96,Satisfactory
41.55,1.69,20.09,12.02,0.98,8.05,55.44,94,Satisfactory
51.15,1.63,18.48,11.06,1.02,8.96,55.15,93,Satisfactory
36.46,1.7,15.34,9.49,0.87,7.94,45,77,Satisfactory
30.47,1.69,16.4,10.1,0.9,8.48,49.22,78,Satisfactory
27.73,1.59,15.53,9.56,1.02,6.84,40.94,70,Satisfactory
36.2,1.68,13.31,8.43,1.06,7.48,44.56,79,Satisfactory
39.89,1.71,13.26,8.42,0.96,10.33,55.98,85,Satisfactory
57.24,1.69,13.21,8.38,0.96,8.62,62.81,98,Satisfactory
46.58,1.62,13.94,8.7,1.05,8.75,53.78,95,Satisfactory
56.15,1.62,13.27,8.35,1.05,7.85,50.74,94,Satisfactory
57.18,1.62,14.89,9.23,1.08,7.87,51.6,97,Satisfactory
52.59,1.64,15.59,9.61,1.12,5.89,47.42,90,Satisfactory
56.09,1.65,11.94,7.44,1.1,8.26,51.29,91,Satisfactory
52.85,1.64,15.05,9.29,1.04,9.76,59.25,92,Satisfactory
60.8,1.73,16.69,10.29,0.98,14.94,77.58,112,Moderate
44.16,1.66,15.94,9.79,1.18,10.69,41.66,95,Satisfactory
25.16,1.63,15.51,9.43,1.22,4.27,27.62,89,Satisfactory
18.74,1.55,11.66,7.47,0.94,5.86,29.59,69,Satisfactory
13.15,1.65,8.65,5.92,0.76,4.85,29.45,55,Satisfactory
17.31,1.57,8.18,5.45,1,4.3,28.14,60,Satisfactory
20.51,1.71,11.64,7.5,0.87,5.38,33.22,62,Satisfactory
27.78,1.63,13.71,8.61,1,4.79,33.06,65,Satisfactory
22.23,1.56,13.36,8.26,1.15,6.05,31.39,74,Satisfactory
40.89,1.74,15.58,9.7,1.18,5.52,42.72,78,Satisfactory
42.91,1.66,13.82,8.68,1.17,5.64,40.37,78,Satisfactory
30.46,1.73,9.81,6.61,1.1,6.17,42.66,71,Satisfactory
31.97,1.67,9.99,6.63,1.12,5.32,38.36,68,Satisfactory
30.17,1.68,12.55,7.86,0.93,5.45,33.2,82,Satisfactory
41.77,1.66,13.53,8.56,1.19,4.98,41.53,82,Satisfactory
44.52,1.72,16.65,10.22,1.18,5.59,54.65,97,Satisfactory
43.41,1.63,14.58,9.05,1.47,5.05,46.2,90,Satisfactory
24.17,1.75,14.6,8.31,1.82,10.06,24.33,105,Moderate
35.1,1.77,14.14,8.95,1.36,5.43,35.77,91,Satisfactory
40.45,1.74,8.64,6.01,2.59,4.5,43.01,104,Moderate
38.5,1.71,10.19,6.82,2.99,5.8,41.97,130,Moderate
27.92,1.72,9.95,6.69,0.8,8.77,42.71,74,Satisfactory
28.27,1.77,8.04,5.71,0.82,7.8,42.65,64,Satisfactory
33.99,1.66,11.49,7.43,0.89,6.01,60,93,Satisfactory
32.84,1.68,13.51,8.43,0.97,7.72,56.52,137,Moderate
43.66,1.64,10.07,6.71,0.99,8.52,43.56,72,Satisfactory
42.99,1.72,11.27,7.38,0.92,7.86,67.81,121,Moderate
25.7,1.67,8.42,5.81,0.83,6.31,51.95,122,Moderate
20.2,1.7,9.04,6.2,0.86,4.92,52.8,126,Moderate
15.2,1.94,10.9,7.33,0.95,6.68,36.52,73,Satisfactory
19.23,2.67,9.67,7.21,0.95,6.59,62.71,160,Moderate
18.61,3.44,9.08,7.27,0.86,6.4,33.77,62,Satisfactory
15.54,2.63,14.89,10.05,1.12,5.33,28.84,84,Satisfactory
9.71,2.73,10.86,8,0.82,5.77,36.91,61,Satisfactory
17.78,2.78,11.68,8.47,0.84,5.38,33.24,58,Satisfactory
17.81,2.76,12.86,9.06,0.88,5.76,35.33,60,Satisfactory
21.46,2.73,14.32,9.84,0.95,6.29,29.03,62,Satisfactory
30.07,2.77,18.95,12.32,1.13,5.61,32.06,71,Satisfactory
19.84,2.79,12.49,8.92,0.94,5.74,34.88,66,Satisfactory
16.04,2.67,14.91,10.11,0.99,5.67,34.04,61,Satisfactory
26.07,2.67,14.21,9.72,0.95,7.09,42.16,66,Satisfactory
28.02,2.64,11.86,8.46,0.83,6.37,37.8,58,Satisfactory
26.83,2.64,13.39,9.24,0.88,7.11,43.28,65,Satisfactory
21.79,2.76,9.46,7.24,0.85,6.11,39.92,62,Satisfactory
24.34,2.81,12.39,8.88,0.78,4.82,44.63,60,Satisfactory
29.15,2.76,12.32,8.8,0.88,6.16,45.22,62,Satisfactory
35.06,2.85,14.31,9.88,0.93,6.46,44.64,83,Satisfactory
35.77,2.71,14.79,10,1.12,5.78,38.39,70,Satisfactory
